"uniname";"uniurl";"scountryname";"unirank"
"Dublin City University";"http://www.dcu.ie/";"ie";"439"
"Calvin College";"http://www.calvin.edu/";"us";"440"
"Depaul University";"http://www.depaul.edu/";"us";"441"
"University of Massachusetts Boston";"http://www.umb.edu/";"us";"442"
"University of Kent";"http://www.kent.ac.uk/";"uk";"443"
"Martin Luther Universität Halle Wittenberg";"http://www.uni-halle.de/";"de";"444"
"Politecnico di Torino";"http://www.polito.it/";"it";"445"
"Universitat de les Illes Balears";"http://www.uib.es/";"es";"446"
"United Nations University";"http://www.unu.edu/";"jp";"447"
"Queen Mary University of London  ";"http://www.qmul.ac.uk/";"uk";"448"
"Swarthmore College";"http://www.swarthmore.edu/";"us";"449"
"Universidad Carlos III de Madrid";"http://www.uc3m.es/";"es";"450"
"Universidade da Coruña";"http://www.udc.es/";"es";"451"
"East Carolina University";"http://www.ecu.edu/";"us";"452"
"Old Dominion University";"http://www.odu.edu/";"us";"453"
"University of Massachusetts Lowell";"http://www.uml.edu/";"us";"454"
"University of Turku";"http://www.utu.fi/";"fi";"455"
"Politecnico di Milano";"http://www.polimi.it/";"it";"456"
"University of Szeged";"http://www.u-szeged.hu/";"hu";"457"
"University of Southern Mississippi";"http://www.usm.edu/";"us";"458"
"Western Washington University";"http://www.wwu.edu/";"us";"459"
"Tecnológico de Monterrey  ";"http://www.itesm.mx/";"mx";"460"
"University of Missouri Kansas City";"http://www.umkc.edu/";"us";"461"
"Binghamton University";"http://www.binghamton.edu/";"us";"462"
"University of Strathclyde";"http://www.strath.ac.uk/";"uk";"463"
"Illinois State University  ";"http://www.ilstu.edu/";"us";"464"
"University of Tasmania";"http://www.utas.edu.au/";"au";"465"
"Universidad de Navarra";"http://www.unav.es/";"es";"466"
"University of Texas San Antonio";"http://www.utsa.edu/";"us";"467"
"Nanyang Technological University";"http://www.ntu.edu.sg/";"sg";"468"
"Hiroshima University";"http://www.hiroshima-u.ac.jp/";"jp";"469"
"Universidade Federal de Minas Gerais    ";"http://www.ufmg.br/";"br";"470"
"Zhejiang University";"http://www.zju.edu.cn/";"cn";"471"
"Ben Gurion University of the Negev";"http://www.bgu.ac.il/";"il";"472"
"Universidad de Castilla la Mancha";"http://www.uclm.es/";"es";"473"
"Université de Nantes";"http://www.univ-nantes.fr/";"fr";"474"
"École des Mines de Paris";"http://www.ensmp.fr/";"fr";"475"
"Heriot-Watt University";"http://www.hw.ac.uk/";"uk";"476"
"Università degli Studi di Pavia  ";"http://www.unipv.it/";"it";"477"
"Radboud University Nijmegen";"http://www.ru.nl/";"nl";"478"
"Indian Institute of Technology Bombay";"http://www.iitb.ac.in/";"in";"479"
"Università degli Studi di Verona";"http://www.univr.it/";"it";"480"
"National and Kapodistrian University of Athens";"http://www.uoa.gr/";"gr";"481"
"Mahidol University";"http://www.mahidol.ac.th/";"th";"482"
"University of Waikato";"http://www.waikato.ac.nz/";"nz";"483"
"Universidade do Minho";"http://www.uminho.pt/";"pt";"484"
"University of Maine";"http://www.umaine.edu/";"us";"485"
"Université de Caen Basse Normandie";"http://www.unicaen.fr/";"fr";"486"
"Universidade de Lisboa";"http://www.ul.pt/";"pt";"487"
"University of Technology Sydney";"http://www.uts.edu.au/";"au";"488"
"Universität Bayreuth";"http://www.uni-bayreuth.de/";"de";"489"
"Western Kentucky University";"http://www.wku.edu/";"us";"490"
"Queen s University Belfast";"http://www.qub.ac.uk/";"uk";"491"
"Shanghai Jiao Tong University";"http://www.sjtu.edu.cn/";"cn";"492"
"Universidad de Valladolid";"http://www.uva.es/";"es";"493"
"Universität Rostock";"http://www.uni-rostock.de/";"de";"494"
"Karolinska Institute";"http://ki.se/";"se";"495"
"Johannes Kepler Universität Linz  ";"http://www.uni-linz.ac.at/";"at";"496"
"University of West Bohemia";"http://www.zcu.cz/";"cz";"497"
"University of Tampere";"http://www.uta.fi/";"fi";"498"
"Manoa School of Ocean and Earth Science and Technology";"http://www.soest.hawaii.edu/";"us";"499"
"Pohang University of Science & Technology";"http://www.postech.ac.kr/";"kr";"500"
"Wageningen University & Research Centre  ";"http://www.wur.nl/";"nl";"501"
"Pace University";"http://www.pace.edu/";"us";"502"
"Hong Kong Baptist University";"http://www.hkbu.edu.hk/";"hk";"503"
"Université Lumiere Lyon 2";"http://www.univ-lyon2.fr/";"fr";"504"
"Wichita State University";"http://www.wichita.edu/";"us";"505"
"Chiang Mai University  ";"http://www.cmu.ac.th/";"th";"506"
"University of South Australia";"http://www.unisa.edu.au/";"au";"507"
"University of North Carolina Greensboro";"http://www.uncg.edu/";"us";"508"
"California State University Sacramento";"http://www.csus.edu/";"us";"509"
"North Dakota State University";"http://www.ndsu.edu/";"us";"510"
"Florida Atlantic University";"http://www.fau.edu/";"us";"511"
"University of Louisville";"http://louisville.edu/";"us";"512"
"University of Sussex  ";"http://www.sussex.ac.uk/";"uk";"513"
"Université Montpellier II Sciences et Techniques du Languedoc";"http://www.univ-montp2.fr/";"fr";"514"
"Université des Sciences et Technologies Lille 1";"http://www.univ-lille1.fr/";"fr";"515"
"Università degli Studi di Catania";"http://www.unict.it/";"it";"516"
"École Polytechnique de Montreal";"http://www.polymtl.ca/";"ca";"517"
"Université de Fribourg Universität Freiburg";"http://www.unifr.ch/";"ch";"518"
"Harvard University Harvard Business School  ";"http://www.hbs.edu/";"us";"519"
"Comenius University in Bratislava";"http://www.uniba.sk/";"sk";"520"
"Universidad Nacional de Colombia";"http://www.unal.edu.co/";"co";"521"
"University of Technology Brno";"http://www.vutbr.cz/";"cz";"522"
"Università degli Studi di Parma";"http://www.unipr.it/";"it";"523"
"National Central University    ";"http://www.ncu.edu.tw/";"tw";"524"
"Korea University  ";"http://www.korea.ac.kr/";"kr";"525"
"Nova Southeastern University";"http://www.nova.edu/";"us";"526"
"New Mexico Institute of Mining & Technology";"http://www.nmt.edu/";"us";"527"
"Middle East Technical University  ";"http://www.metu.edu.tr/";"tr";"528"
"University of Canterbury";"http://www.canterbury.ac.nz/";"nz";"529"
"University of East Anglia";"http://www.uea.ac.uk/";"uk";"530"
"University of Haifa";"http://www.haifa.ac.il/";"il";"531"
"University of Tennessee Martin";"http://www.utm.edu/";"us";"532"
"Ritsumeikan University  ";"http://www.ritsumei.ac.jp/";"jp";"533"
"University of Wollongong";"http://www.uow.edu.au/";"au";"534"
"University of Maribor";"http://www.uni-mb.si/";"si";"535"
"Indiana State University";"http://www.indstate.edu/";"us";"536"
"AGH University of Science & Technology";"http://www.agh.edu.pl/";"pl";"537"
"Stellenbosch University";"http://www.sun.ac.za/";"za";"538"
"Università degli Studi di Bari";"http://www.uniba.it/";"it";"539"
"University of Pretoria";"http://web.up.ac.za/";"za";"540"
"Università degli Studi Roma Tre";"http://www.uniroma3.it/";"it";"541"
"Loughborough University  ";"http://www.lboro.ac.uk/";"uk";"542"
"Université de Bourgogne";"http://www.u-bourgogne.fr/";"fr";"543"
"Universidade Federal do Rio Grande do Sul    ";"http://www.ufrgs.br/";"br";"544"
"Pontificia Universidade Católica do Rio de Janeiro";"http://www.puc-rio.br/";"br";"545"
"University of Dundee";"http://www.dundee.ac.uk/";"uk";"546"
"Universität Augsburg";"http://www.uni-augsburg.de/";"de";"547"
"University of Denver";"http://www.du.edu/";"us";"548"
"École Normale Supérieure de Lyon  ";"http://www.ens-lyon.fr/";"fr";"549"
"Conservatoire National des Arts et Métiers";"http://www.cnam.fr/";"fr";"550"
"Universität Osnabruck";"http://www.uni-osnabrueck.de/";"de";"551"
"Murdoch University";"http://www.murdoch.edu.au/";"au";"552"
"Universidad de Oviedo";"http://www.uniovi.es/";"es";"553"
"La Trobe University";"http://www.latrobe.edu.au/";"au";"554"
"I-Shou University";"http://www.isu.edu.tw/";"tw";"555"
"Universität Siegen";"http://www.uni-siegen.de/";"de";"556"
"Cleveland State University";"http://www.csuohio.edu/";"us";"557"
"Universitat Oberta de Catalunya  ";"http://www.uoc.edu/";"es";"558"
"Tallin Technological University";"http://www.ttu.ee/";"ee";"559"
"École des Hautes Études en Sciences Sociales";"http://www.ehess.fr/";"fr";"560"
"Université Toulouse 3 Paul Sabatier";"http://www.ups-tlse.fr/";"fr";"561"
"California State University Fullerton";"http://www.fullerton.edu/";"us";"562"
"Bowling Green State University";"http://www.bgsu.edu/";"us";"563"
"University of Missouri Saint Louis";"http://www.umsl.edu/";"us";"564"
"University of Otago";"http://www.otago.ac.nz/";"nz";"565"
"Universidad de Puerto Rico Mayaguez";"http://www.uprm.edu/";"pr";"566"
"Tamkang University";"http://www.tku.edu.tw/";"tw";"567"
"Williams College";"http://www.williams.edu/";"us";"568"
"Institute of Technology Bandung";"http://www.itb.ac.id/";"id";"569"
"Carleton College";"http://www.carleton.edu/";"us";"570"
"Massey University";"http://www.massey.ac.nz/";"nz";"571"
"De Montfort University";"http://www.dmu.ac.uk/";"uk";"572"
"Universidade Federal Fluminense";"http://www.uff.br/";"br";"573"
"Université du Quebec";"http://www.uquebec.ca/";"ca";"574"
"Universidad de Costa Rica";"http://www.ucr.ac.cr/";"cr";"575"
"École Normale Supérieure Cachan";"http://www.ens-cachan.fr/";"fr";"576"
"Alexandru Ioan Cuza University";"http://www.uaic.ro/";"ro";"577"
"Bar Ilan University";"http://www.biu.ac.il/";"il";"578"
"Università Ca  Foscari Venezia";"http://www.unive.it/";"it";"579"
"Grand Valley State University";"http://www.gvsu.edu/";"us";"580"
"Universitat de Girona  ";"http://www.udg.edu/";"es";"581"
"Curtin University of Technology";"http://www.curtin.edu.au/";"au";"582"
"Texas State University";"http://www.txstate.edu/";"us";"583"
"University of Antwerp";"http://www.ua.ac.be/";"be";"584"
"Universiti Sains Malaysia";"http://www.usm.my/";"my";"585"
"Eastern Michigan University";"http://www.emich.edu/";"us";"586"
"Wroclaw University of Technology";"http://www.pwr.wroc.pl/";"pl";"587"
"Fudan University (Shanghai Medical University)  ";"http://www.fudan.edu.cn/";"cn";"588"
"Sheffield Hallam University";"http://www.shu.ac.uk/";"uk";"589"
"University of Winnipeg";"http://www.uwinnipeg.ca/";"ca";"590"
"University of Memphis";"http://www.memphis.edu/";"us";"591"
"Aberystwyth University";"http://www.aber.ac.uk/";"uk";"592"
"University of Brighton  ";"http://www.brighton.ac.uk/";"uk";"593"
"Institut National des Sciences Appliquées de Lyon";"http://www.insa-lyon.fr/";"fr";"594"
"Villanova University";"http://www.villanova.edu/";"us";"595"
"Bucknell University";"http://www.bucknell.edu/";"us";"596"
"Universidad de Córdoba";"http://www.uco.es/";"es";"597"
"Universidad de Extremadura";"http://www.unex.es/";"es";"598"
"Santa Clara University";"http://www.scu.edu/";"us";"599"
"Griffith University";"http://www.griffith.edu.au/";"au";"600"
"Universidad de Las Palmas de Gran Canaria";"http://www.ulpgc.es/";"es";"601"
"Technische Universität Ilmenau";"http://www.tu-ilmenau.de/";"de";"602"
"Ryerson University";"http://www.ryerson.ca/";"ca";"603"
"Indian Institute of Science Bangalore";"http://www.iisc.ernet.in/";"in";"604"
"University of Portsmouth";"http://www.port.ac.uk/";"uk";"605"
"Palacky University";"http://www.upol.cz/";"cz";"606"
"James Cook University";"http://www.jcu.edu.au/";"au";"607"
"Université de Franche Comté";"http://www.univ-fcomte.fr/";"fr";"608"
"University of Southern Queensland";"http://www.usq.edu.au/";"au";"609"
"HEC Montreal École de Gestion";"http://www.hec.ca/";"ca";"610"
"Universitas Gadjah Mada";"http://www.ugm.ac.id/";"id";"611"
"Warsaw University";"http://www.uw.edu.pl/";"pl";"612"
"Université Pierre Mendes Grenoble 2";"http://www.upmf-grenoble.fr/";"fr";"613"
"University of Akron";"http://www.uakron.edu/";"us";"614"
"Bogazici University";"http://www.boun.edu.tr/";"tr";"615"
"Universidad de Concepción";"http://www.udec.cl/";"cl";"616"
"Swedish University of Agricultural Sciences";"http://www.slu.se/";"se";"617"
"University of Newcastle";"http://www.newcastle.edu.au/";"au";"618"
"University of Southern Maine";"http://www.usm.maine.edu/";"us";"619"
"Khon Kaen University";"http://www.kku.ac.th/";"th";"620"
"University of Richmond";"http://www.richmond.edu/";"us";"621"
"Towson University (Baltimore Hebrew University)  ";"http://www.towson.edu/";"us";"622"
"Università degli Studi di Milano Bicocca";"http://www.unimib.it/";"it";"623"
"Wright State University";"http://www.wright.edu/";"us";"624"
"Pontificia Universidad Católica de Chile  ";"http://www.puc.cl/";"cl";"625"
"Creighton University";"http://www.creighton.edu/";"us";"626"
"Yonsei University  ";"http://www.yonsei.ac.kr/";"kr";"627"
"Japan Advanced Institute of Science & Technology";"http://www.jaist.ac.jp/";"jp";"628"
"Pontificia Universidad Católica del Perú";"http://www.pucp.edu.pe/";"pe";"629"
"Oregon Health & Science University";"http://www.ohsu.edu/";"us";"630"
"California State University Fresno";"http://www.csufresno.edu/";"us";"631"
"Hosei University";"http://www.hosei.ac.jp/";"jp";"632"
"Mount Holyoke College";"http://www.mtholyoke.edu/";"us";"633"
"Victoria University of Wellington  ";"http://www.vuw.ac.nz/";"nz";"634"
"National Chung Hsing University    ";"http://www.nchu.edu.tw/";"tw";"635"
"Kennesaw State University";"http://www.kennesaw.edu/";"us";"636"
"University of Dayton";"http://www.udayton.edu/";"us";"637"
"Universidade Federal do Rio Grande do Norte";"http://www.ufrn.br/";"br";"638"
"Middle Tennessee State University";"http://www.mtsu.edu/";"us";"639"
"Middlebury College";"http://www.middlebury.edu/";"us";"640"
"University of Exeter  ";"http://www.ex.ac.uk/";"uk";"641"
"Okayama University";"http://www.okayama-u.ac.jp/";"jp";"642"
"Wesleyan University";"http://www.wesleyan.edu/";"us";"643"
"University of Maryland Baltimore";"http://www.umaryland.edu/";"us";"644"
"California Polytechnic State University Pomona";"http://www.csupomona.edu/";"us";"645"
"Universidade Nova de Lisboa";"http://www.unl.pt/";"pt";"646"
"Bilkent University";"http://www.bilkent.edu.tr/";"tr";"647"
"Universität Saint Gallen";"http://www.unisg.ch/";"ch";"648"
"Indiana University/Purdue University Fort Wayne";"http://www.ipfw.edu/";"us";"649"
"College of Dupage";"http://home.cod.edu/";"us";"650"
"University of Lethbridge";"http://www.uleth.ca/";"ca";"651"
"Bryn Mawr College";"http://www.brynmawr.edu/";"us";"652"
"Universidad de Guadalajara";"http://www.udg.mx/";"mx";"653"
"Minnesota State University Mankato";"http://www.mnsu.edu/";"us";"654"
"University of Tilburg";"http://www.uvt.nl/";"nl";"655"
"Università degli Studi di Udine";"http://www.uniud.it/";"it";"656"
"University of Northern Iowa";"http://www.uni.edu/";"us";"657"
"Université Paris 9 Dauphine";"http://www.dauphine.fr/";"fr";"658"
"National Chung Cheng University    ";"http://www.ccu.edu.tw/";"tw";"659"
"Universidad Nacional de la Plata";"http://www.unlp.edu.ar/";"ar";"660"
"Brunel University";"http://www.brunel.ac.uk/";"uk";"661"
"Indiana University Bloomington";"http://www.iub.edu/";"us";"662"
"Université de Neuchâtel";"http://www.unine.ch/";"ch";"663"
"Humboldt State University";"http://www.humboldt.edu/";"us";"664"
"University of Stirling";"http://www.external.stir.ac.uk/";"uk";"665"
"École Nationale Supérieure des Sciences de l Information et des Bibliotheques";"http://www.enssib.fr/";"fr";"666"
"Union College Schenectady NY";"http://www.union.edu/";"us";"667"
"State University of New York";"http://www.suny.edu/";"us";"668"
"Birkbeck University of London";"http://www.bbk.ac.uk/";"uk";"669"
"Earlham College";"http://www.earlham.edu/";"us";"670"
"Brock University";"http://www.brocku.ca/";"ca";"671"
"Southern Illinois University Edwardsville";"http://www.siue.edu/";"us";"672"
"Simmons College";"http://www.simmons.edu/";"us";"673"
"Copenhagen Business School";"http://www.cbs.dk/";"dk";"674"
